8	4.456250
16	3.793750
24	2.768750
32	2.181250
40	1.656250
48	1.406250
56	0.956250
64	0.568750
72	0.331250
80	0.231250
88	-0.103760
96	-0.091553
104	-0.360107
112	-0.335693
120	-0.421143
128	-0.579834
136	-0.762939
144	-0.897217
152	-0.408936
160	-0.384521
168	-0.836182
176	-0.775146
184	-1.190190
192	-1.177980
200	-1.300050
208	-1.165770
216	-1.202390
224	-1.373290
232	-0.714111
240	-0.836182
248	-1.568600
256	-1.593020
264	-1.751710
272	-1.788330
280	-1.751710
288	-1.800540
296	-1.373290
304	-1.275630
312	-1.361080
320	-1.617430
328	-1.605220
336	-1.593020
344	-1.678470
352	-1.739500
360	-2.154540
368	-2.032470
376	-1.922610
384	-2.044680
392	-2.252200
400	-2.105710
408	-2.215580
416	-2.239990
424	-2.398680
432	-2.349850
440	-2.301030
448	-2.313230
456	-1.556400
464	-1.727290
472	-1.751710
480	-1.812740
488	-2.459720
496	-2.410890
504	-2.398680
512	-2.410890
520	-2.606200
528	-2.618410
536	-2.606200
544	-2.581790
552	-2.532960
560	-2.532960
568	-2.581790
584	-2.435300
600	-2.374270
616	-2.496340
632	-2.447510
640	-2.398680
648	-2.667240
656	-2.740480
664	-2.606200
672	-2.691650
680	-2.691650
720	-2.886960
736	-2.862550
768	-2.935790
776	-2.838130
792	-2.777100
800	-2.838130
808	-2.801510
824	-2.911380
848	-3.033450
856	-3.009030
864	-3.009030
872	-2.996830
880	-2.984620
888	-2.996830
904	-3.057860
920	-3.082280
928	-3.033450
936	-3.033450
944	-3.094480
952	-3.082280
960	-3.094480
976	-3.118900
984	-3.118900
1000	-3.167720
1032	-3.094480
1128	-3.216550
1136	-3.216550
1144	-3.277590
1168	-2.044680
1208	-2.239990
1232	-2.545170
1288	-3.192140
1312	-3.277590
1320	-3.167720
1344	-3.240970
1360	-3.289790
1376	-3.253170
1392	-3.302000
1400	-3.326420
1408	-3.350830
1456	-3.350830
1480	-3.399660
1496	-3.363040
1512	-3.399660
1536	-3.424070
1544	-3.448490
1552	-3.460690
1560	-3.448490
1568	-3.436280
1584	-3.472900
